Row,Equipment Number,Original Description,Suspect Tokens
11451,2000115521,32 2ND Stg Sh Desuperhtr Spray Control Valve,Sh
11452,2000115522,32 Ash Water Rtn Pump Recircvlv Closed Limit Switch,Pump
11453,2000115523,31 1ST Stg Sh Desuperhtr Spray Control Valve,Sh
11454,2000115524,33 Ash Water Rtn Pump Recircvlv Open Limit Switcht,Pump
11455,2000115525,31 1ST Stg Sh Desuperhtr Spray Control Valve,Sh
11456,2000115526,33 Ash Water Rtn Pump Recircvlv Closed Limit Switch,Pump
11457,2000115527,32 1ST Stg Sh Desuperhtr Spray Control Valve,Sh
11459,2000115529,32 1ST Stg Sh Desuperhtr Spray Control Valve,Sh
11461,2000115531,31 2ND Stg Dsh Spy Cv-302 4 (east) E/P,"Cv, E, east, P"
11462,2000115532,31 High Pressure Ash Water Pump Recircvlv Open Limit Switchtc,Pump
11463,2000115533,32 2ND Stg Dsh Spy Cv-302 6 (west) E/P,"Cv, E, P, west"
11464,2000115534,31 High Pressure Ash Water Pump Recircvlv Closed Limit Switcht,Pump
11465,2000115535,31 1ST Stg Dsh Spy Cv-302 8 (east) E/P,"Cv, E, east, P"
11466,2000115536,32 High Pressure Ash Water Pump Recircvlv Open Limit Switchtc,Pump
11467,2000115537,32 1ST Stg Dsh Spy Cv-303 0 (west) E/P,"Cv, E, P, west"
11468,2000115538,32 High Pressure Ash Water Pump Recircvlv Closed Limit Switcht,Pump
11469,2000115539,Sh Desup Spray Water Flow W Eld In Flow Se,"Se, Sh, W"
11470,2000115540,Aaw Xs 32408,Xs
11471,2000115541,31 2STG Sh Desup Spry Water Flow Wld In Fl,"Fl, Sh"
11472,2000115542,Aaw Xs 32409,Xs
11473,2000115543,32 2STG Sh Desup Spry Water Flow Wld In Fl,"Fl, Sh"
11474,2000115544,Aaw Xs 32410,Xs
11475,2000115545,Aaw Xs 32411,Xs
11476,2000115546,31 1STG Sh Desup Spry Water Flow Wld In Fl,"Fl, Sh"
11477,2000115547,Aaw Xs 32413,Xs
11478,2000115548,32 1STG Sh Desup Spry Water Flow Wld In Fl,"Fl, Sh"
11479,2000115549,Aaw Xs 32414,Xs
11481,2000115551,31 Ash Water Return Pump D Ischarge Checkvlv,"D, Pump"
11483,2000115553,32 Ash Water Return Pump D Ischarg Checkvlv,"D, Ischarg, Pump"
11485,2000115555,33 Ash Water Return Pump D Ischage Checkvlv,"D, Ischage, Pump"
11487,2000115557,31 High Pressure Ash Water Pump Disc Harge Checkvlv,Pump
11489,2000115559,32 High Pressure Ash Water Pump Disc Harge Checkvlv,Pump
11491,2000115561,31 Low Pressure Ash Water Pump Disc Harge Checkvlv,Pump
11493,2000115563,32 Low Pressure Ash Water Pump Disc Harge Checkvlv,Pump
11495,2000115565,31 High Pressure Ash Water Pump Reci Rc Check Valve,"Pump, Rc"
11498,2000115568,32 High Pressure Ash Water Pump Reci Rc Check Valve,"Pump, Rc"
11499,2000115569,32 Bfpt High Pressure Steam Supply I Solation,I
11501,2000115571,32 Bfpt High Pressure Steam Supply I Solation,I
11503,2000115573,33 Bfpt High Pressure Steam Supply I Solation,I
11505,2000115575,33 Bfpt High Pressure Steam Supply I Solation,I
11507,2000115577,Sh Desuperheater Spray Dc Block,Sh
11509,2000115579,Sh Desuperheater Spray Dc Block,Sh
11511,2000115581,31 2ND Stg Sh Desuperhtr Spray Ac Block,Sh
11513,2000115583,31 2ND Stg Sh Desuperhtr Spray Ac Block,Sh
11515,2000115585,32 2ND Stg Sh Desuperhtr Spray Ac Block,Sh
11517,2000115587,32 2ND Stg Sh Desuperhtr Spray Ac Block,Sh
11520,2000115590,31 1ST Stg Sh Desuperhtr Spray Ac Block,Sh
11522,2000115592,31 1ST Stg Sh Desuperhtr Spray Ac Block,Sh
11524,2000115594,32 1ST Stg Sh Desuperhtr Spray Ac Block,Sh
11526,2000115596,32 1ST Stg Sh Desuperhtr Spray Ac Block,Sh
11528,2000115598,31 2ND Stg Sh Desuperhtr Spray Cv Outlt,"Cv, Sh"
11529,2000115599,1 Steam Flow Sq Root Extraction,Sq
11530,2000115900,32 2ND Stg Sh Desuperhtr Spray Cv Outlt,"Cv, Sh"
11532,2000115902,31 1ST Stg Sh Desuperhtr Spray Cv Outlt,"Cv, Sh"
11534,2000115904,32 1ST Stg Sh Desuperhtr Spray Cv Outlt,"Cv, Sh"
11535,2000115905,1 Aux Boiler Feed Fan In Air T Emp,T
11536,2000115906,31 1ST Stg Pri Sh Desuper Heater Spray Isolation,Sh
11537,2000115907,Building Heating Circulating Wate R Temp,R
11538,2000115908,32 1ST Stg Pri Sh Desuper Heater Spray Isolation,Sh
11539,2000115909,2 Aux Boiler Feed Fan In Air T Emp,T
11540,2000115910,West Power Relvlv I Solation (rootvlv),"I, West"
11542,2000115912,East Power Relvlv I Solation (rootvlv),"East, I"
11544,2000115914,East Power Relvlv R Ootvlv Isolation,"East, R"
11546,2000115916,West Power Relvlv R Ootvlv Isolation,"R, West"
11548,2000115918,East Main Steam Drip Leg Level Sensor,East
11550,2000115920,West Main Steam Drip Leg Level Sensor,West
11553,2000115923,31 1ST & 2ND Stg Dsh Spy Water Vent's Manl/au,"au, s"
11555,2000115925,32 1ST & 2ND Stg Dsh Spy Water Vent's Manl/au,"au, s"
11556,2000115926,Aux Deaer.level Eye-hye(e L.indicator.,"e, L"
11557,2000115927,Mn Steam Line Drain Shtoffvlv Matrix Light,Mn
11560,2000115930,Mn Steam Line Drain Valve M Atrix Light,"M, Mn"
11562,2000115932,Desuphtr Spray Water Dc Blo Ckvlv Matrix L,L
11564,2000115934,Desuphtr Spray Water Dcvlv Intlk Matrix Light,Dcvlv
11565,2000115935,31 1STG Sh Des Spray Water Sh Tofvlv Matrix,Sh
11567,2000115937,32 1STG Sh Des Spray Water Sh Tofvlv Matrix,Sh
11569,2000115939,31 2STG Sh Des Spray Water Sh Tofvlv Matrix,Sh
11571,2000115941,32 2STG Sh Des Spray Water Sh Tofvlv Matrix,Sh
11577,2000115947,East Boiler Mn Steam Outlet Vent Matrix Light,"East, Mn"
11579,2000115949,West Boiler Mn Steam Outlet Vent Matrix Light,"Mn, West"
11580,2000115950,2 Steam Flow Sq Root Extraction,Sq
11581,2000115951,East Mn Steam Ln Pwr Relvlv Matrix Light,"East, Ln, Mn"
11583,2000115953,West Mn Steam Ln Pwr Relvlv Matrix Light,"Ln, Mn, West"
11585,2000115955,Turbine Warming Line Dr Valve Matrix Light,Dr
11587,2000115957,1 Aux Boiler Sh Control Damp Er,"Er, Sh"
11588,2000115958,31 1STG Sh Des Spray Water Sh Tofvlv Matrix,Sh
11590,2000115960,32 1STG Sh Des Spray Water Sh Tofvlv Matrix,Sh
11592,2000115962,31 2STG Sh Des Spray Water Sh Tofvlv Matrix,Sh
11593,2000115963,32 2STG Sh Des Spray Water Sh Tofvlv Matrix,Sh
11594,2000115964,2 Aux Boiler Sh Control Damp Er,"Er, Sh"
11595,2000115965,3 Mn Steam Nitrogen Fill Tv -3120 Matrix L,"L, Mn, Tv"
11597,2000115967,W Mn Steam Nitrogen Fill Tv -3123 Matrix L,"L, Mn, Tv, W"
11600,2000115970,E Mn Steam Isolation Tv-311 9 Matrix Light,"E, Mn, Tv"
11602,2000115972,W Mn Steam Isolation Tv-312 2 Matrix Light,"Mn, Tv, W"
11604,2000115974,Mn Steam Drip Leg Isolation Gv-3 010 Matrix Light,"Gv, Mn"
11606,2000115976,1 Aux Boiler Atomizer Steam/o Il Differential,"Il, o"
11607,2000115977,Bfpt High Pressure Steam Line Drain Gv-3 008 Matrix Light,Gv
11608,2000115978,2 Aux Boiler Atomizer Steam/o Il Differential,"Il, o"
11611,2000115981,E Mn Steam Pwr Relvlv C Ontlr Pressure Cntrlle,"C, E, Mn"
11613,2000115983,W Mn Steam Pwr Relvlv C Ontlr Pressure Cntrlle,"C, Mn, W"
11618,2000115988,1 Aux Boiler Oil Supply Pump Pressure Low,Pump
11619,2000115989,2 Aux Boiler Oil Supply Pressure South Low,South
11620,2000115990,E Mn Steam Pwr Relvlv O Pn Pressure Pressure Switch,"E, Mn, O, Pn"
11621,2000115991,W Mn Steam Pwr Relvlv O Pn Pressure Pressure Switch,"Mn, O, Pn, W"
11625,2000115995,1 Aux Boiler Superheat Ou Tlet Hdrpres Low,Ou
11628,2000115998,2 Aux Boiler Superheat Ou Tlet Pressure Low,Ou
11629,2000115999,E Mn Steam Suphtr Outlet Pressure Transmitter,"E, Mn"
11630,2000116100,1 Aux Boiler Superheat Ou Tlet Hdrpres High,Ou
11631,2000116101,W Mn Steam Suphtr Outlet Pressure Transmitter,"Mn, W"
11632,2000116102,2 Aux Boiler Superheat Ou Tlet Hdrpres High,Ou
11634,2000116104,E Mn Steam Throttle Steam Pressure Transmitter,"E, Mn"
11636,2000116106,Mn Steam Stopvlv Inlet Pressure Transmitter,Mn
11637,2000116107,1 Aux Boiler Furnace Draf T,T
11638,2000116108,32 Bfpt Inlet Pressure Tr Ansmitter,Tr
11639,2000116109,33 Bfpt Inlet Pressure Tr Ansmitter,Tr
11640,2000116110,2 Aux Boiler Furnace Draf T,T
11641,2000116111,East Main Steam Throttle St M Temperature Recorder,"East, M, St"
11642,2000116112,1 Aux Boiler Oil Pressure Hi,Hi
11643,2000116113,2 Aux Boiler Oil Pressure Hi,Hi
11644,2000116114,West Main Steam Throttle St M Temperature Recorder,"M, St, West"
11645,2000116115,East Sh Desup Spray Water F Low Recorder Pump,"East, F, Pump, Sh"
11646,2000116116,1 Aux Boiler Low Atomizin G Steam,G
11647,2000116117,2 Aux Boiler Low Atomizing South Tm,"South, Tm"
11648,2000116118,West Sh Desup Spray Water F Low Recorder Pump,"F, Pump, Sh, West"
11649,2000116119,1 Aux Boiler Sh Contl Damper South Tandby,"Sh, South"
11651,2000116121,2 Aux Boiler Sh Contl Damper South Tandby,"Sh, South"
11653,2000116123,West Main Steam Sh Outlet Relief Valve,"Sh, West"
11654,2000116124,1 Aux Boiler Outlet Damper Standb Y,Y
11655,2000116125,2 Aux Boiler Outlet Damper Standb Y,Y
11656,2000116126,East Main Steam Sh Outlet Relief Valve,"East, Sh"
11657,2000116127,East Main Steam Sh Outlet Power Rel (ballvl,"East, Sh"
11660,2000116130,West Main Steam Sh Outlet Power Rel (ballvl,"Sh, West"
11661,2000116131,1 Aux Boiler Pilot Oil Shuto Ff,Ff
11662,2000116132,E Mn Steam Pwr Relvlv Open Solinoid Valve 3-way,"E, Mn"
11663,2000116133,W Mn Steam Pwr Relvlv Open Solinoid Valve 3-way,"Mn, W"
11664,2000116134,2 Aux Boiler Pilot Oil Shuto Ff,Ff
11667,2000116137,Sh Dsuphtr Spray Water Dc Blo Ckvlv Toggle South,"Sh, South"
11669,2000116139,31 1STG Sh Des Spray Water Sh Tofvlv Toggle,Sh
11671,2000116141,32 1STG Sh Des Spray Water Sh Tofvlv Toggle,Sh
11673,2000116143,31 2STG Sh Des Spray Water Sh Tofvlv Toggle,Sh
11675,2000116145,32 2STG Sh Des Spray Water Sh Tofvlv Toggle,Sh
11681,2000116151,East Main Steam Line Vent Toggle Switch,East
11684,2000116154,West Main Steam Line Vent Toggle Switch,West
11685,2000116155,1 Aux Boiler Lo Fire Positio North Pilot,"Lo, North"
11686,2000116156,East Mn Steam Ln Pwr Rv Tog Gle Switch,"East, Ln, Mn, Rv"
11687,2000116157,2 Aux Boiler Lo Fire Positio North Pilot,"Lo, North"
11688,2000116158,West Mn Steam Ln Pwr Rv Tog Gle Switch,"Ln, Mn, Rv, West"
11689,2000116159,1 Aux Boiler Sh Temp Contl Pump Urge,"Pump, Sh"
11690,2000116160,Mn Steam Drip Leg Drain Isolation Valve Toggle Switch,Mn
11691,2000116161,2 Aux Boiler Sh Temp Contl Pump Urge,"Pump, Sh"
11696,2000116166,E Mn Steam Suphtr Outlet Temp Thermocouple,"E, Mn"
11697,2000116167,2 Aux Boiler Flue Gas Outlet Te Mp,"Mp, Te"
11698,2000116168,W Mn Steam Suphtr Outlet Temp Thermocouple,"Mn, W"
11700,2000116170,E Mn Steam Throttle Steam Temp Thermocouple,"E, Mn"
11701,2000116171,W Mn Steam Throttle Steam Temp Thermocouple,"Mn, W"
11703,2000116173,1 Aux Boiler Contl Shaft Pur Ge Pos,Ge
11704,2000116174,32 Bfpt Inlet Steam Temp Th Ermocouple,Th
11705,2000116175,2 Aux Boiler Contl Shaft Pur Ge Pos,Ge
11706,2000116176,33 Bfpt Inlet Steam Temp Th Ermocouple,Th
11707,2000116177,1 Aux Boiler Main Oil Shutof F,F
11708,2000116178,East Mn Steam Sfty Vent Rv- 3001 Temperature,"East, Mn, Rv"
11709,2000116179,2 Aux Boiler Main Oil Shutof F,F
11710,2000116180,West Mn Steam Sfty Vent Rv- 3002 Temperature,"Mn, Rv, West"
11712,2000116182,East Main Steam Before Dr Ip Leg Temperature,"Dr, East"
11714,2000116184,West Main Steam Before Dr Ip Leg Temperature,"Dr, West"
11715,2000116185,1 Aux Boiler Sh Control Damper,Sh
11716,2000116186,East Main Steam Drip Leg Temperature Element,East
11717,2000116187,2 Aux Boiler Sh Control Damper,Sh
11718,2000116188,West Main Steam Drip Leg Temperature Element,West
11719,2000116189,1 Aux Boiler Flu Gas Outlet Dmp R,R
11721,2000116191,2 Aux Boiler Flu Gas Outlet Dmp R,R
11723,2000116193,1 Aux Boiler Contl Shaft Lo Fire,Lo
11725,2000116195,2 Aux Boiler Contl Shaft Lo Fire,Lo
11726,2000116196,Sms-ft-30011 Isolation Ro Ot Valve,"ft, Ot, Ro"
11728,2000116198,Sms-ft-30011 Isolation Is Olation,"ft, Is"
11753,2000116367,Jlg Hc C001,Hc
11756,2000116373,Lmst Rclm Hopper Sump Pump Cntlr,Pump
11760,2000116500,Sms-ft-30011 Isolation Ro Ot Valve,"ft, Ot, Ro"
11762,2000116502,Sms-ft-30011 Isolation Is Olation,"ft, Is"
11764,2000116504,Sh Desuperhtr Spray Header T Elltale,"Sh, T"
11766,2000116506,Sh Desuperhtr Spray Header T Elltale Rootvl,"Sh, T"
11768,2000116508,Sms-ft-30193 Isolation Ro Ot Valve,"ft, Ot, Ro"
11769,2000116509,1 Aux Boiler Gun Mech Atomizer Pump Os,"Os, Pump"
11770,2000116510,Sms-ft-30193 Isolation Pressure,ft
11771,2000116511,2 Aux Boiler Gun Mech Atomizer Pump Os,"Os, Pump"
11772,2000116512,Sms-ft-30195 Isolation Ro Ot Valve,"ft, Ot, Ro"
11773,2000116513,1 Aux Boiler Feed Fan Damper Pur Ge,Ge
11774,2000116514,Sms-ft-30195 Isolation Pressure,ft
11775,2000116515,2 Aux Boiler Feed Fan Damper Pur Ge,Ge
11776,2000116516,Sms-ft-30192 Isolation Ro Ot Valve,"ft, Ot, Ro"
11777,2000116517,1 Aux Boiler Sh Contl Damper Pump Urge,"Pump, Sh"
11778,2000116518,Sms-ft-30192 Isolation Pressure,ft
11779,2000116519,2 Aux Boiler Sh Contl Damper Pump Urge,"Pump, Sh"
11780,2000116520,Sms-ft-30194 Isolation Ro Ot Valve,"ft, Ot, Ro"
11781,2000116521,1 Aux Boiler Flue Gas Outlet Dm Pr Purg,"Dm, Pr"
11782,2000116522,Sms-ft-30194 Isolation Pressure,ft
11783,2000116523,2 Aux Boiler Flue Gas Outlet Dm Pr Purg,"Dm, Pr"
11784,2000116524,Sms-ft 30193 Isolation Ro Ot Valve,"ft, Ot, Ro"
11786,2000116526,Sms-ft-30193 Isolation Pressure,ft
11787,2000116527,Aba-cv-3038 Outlet Breakdn Orif,cv
11788,2000116528,Sms-ft-30195 Isolation Ro Ot Valve,"ft, Ot, Ro"
11790,2000116530,Sms-ft-30195 Isolation Pressure,ft
11792,2000116532,31 2ND Stg Desuperheat Sp Header Telltale R,"R, Sp"
11793,2000116533,31 Bottom Ash Hopper E Side Slope Spray Water Breakdn,E
11794,2000116534,31 2ND Stg Desuperheat Sp Header Telltale,Sp
11795,2000116535,31 Bottom Ash Hopper W Side Slope Upr Spray Breakdn,W
11796,2000116536,32 2ND Stg Desuperheat Sp Header Telltale,Sp
11797,2000116537,31 Bottom Ash Hopper W Side Slope Lwr Spray Breakdn,W
11798,2000116538,32 2ND Stg Desuperheat Sp Header Telltale R,"R, Sp"
11799,2000116539,32 Bottom Ash Hopper E Side Slope Upr Spray Breakdn,E
11800,2000116540,31 1ST Stg Desuperheat Sp Header Telltale,Sp
11801,2000116541,32 Bottom Ash Hopper E Side Slope Lwr Spray Breakdn,E
11802,2000116542,31 1ST Stg Desuperheat Sp Header Telltale R,"R, Sp"
11803,2000116543,32 Bottom Ash Hopper W Side Slope Upr Spray Breakdn,W
11804,2000116544,32 1ST Stg Desuperheat Sp Header Telltale,Sp
11805,2000116545,32 Bottom Ash Hopper W Side Slope Lwr Spray Breakdn,W
11806,2000116546,32 1ST Stg Desuperheat Sp Header Telltale R,"R, Sp"
11807,2000116547,33 Bottom Ash Hopper E Side Slope Upr Spray Breakdn,E
11808,2000116548,Sms-pressure Transmitter-30077 Isolation 31 1ST Stage Sh Desuper,Sh
11809,2000116549,33 Bottom Ash Hopper E Side Slope Lwr Spray Breakdn,E
11810,2000116550,Sms-pressure Transmitter-30078 Isolation 32 1ST Stage Sh Desuper,Sh
11811,2000116551,33 Bottom Ash Hopper W Side Slope Spray Breakdn Ori,W
11812,2000116552,Sms-pressure Transmitter-30077 Isolation 31 1ST Stage Sh Desuper,Sh
11813,2000116553,31 Bottom Ash Hopper South Side Bottom Spray Breakdn Or,"Or, South"
11814,2000116554,Sms-pressure Transmitter-30078 Isolation 32 1ST Stage Sh Desuper,Sh
11815,2000116555,31 Bottom Ash Hopper North Side Bottom Spray Breakdn Or,"North, Or"
11816,2000116556,East Main Steam Pressure Test,East
11817,2000116557,32 Bottom Ash Hopper South Side Bottom Sray Breakdn Ori,"South, Sray"
11818,2000116558,East Main Steam Sample Li Ne Isolation,"East, Li, Ne"
11819,2000116559,32 Bottom Ash Hopper North Side Bottom Spray Breakdn Or,"North, Or"
11820,2000116560,Sms-pressure Switch-30384 Isolation We St Main Steam,"St, We"
11821,2000116561,33 Bottom Ash Hopper South Side Bottom Spray Breakdn Or,"Or, South"
11822,2000116562,West Main Steam Sample Li Ne Isolation,"Li, Ne, West"
11823,2000116563,33 Bottom Ash Hopper North Side Bottom Spray Breakdn Or,"North, Or"
11825,2000116565,31 Bottom Ash Hopper South Side Rlfvlv Coolng Breakdn O,"O, Rlfvlv, South"
11826,2000116566,Main Steam Test Connectio North Isolation,"Connectio, North"
11827,2000116567,31 Bottom Ash Hopper North Side Relvlv Coolng,North
11830,2000116570,32 Bottom Ash Hopper South Side Relvlv Coolng,South
11832,2000116572,32 Bottom Ash Hopper North Side Relvlv Coolng,North
11833,2000116573,33 Bottom Ash Hopper South Side Relvlv Coolng,South
11835,2000116575,33 Bottom Ash Hopper North Side Relvlv Coolng,North
11836,2000116576,East Main Steam Vent Limi Torque,East
11837,2000116577,East Main Steam Vent Limi Torque (rootvlv),East
11840,2000116580,East Main Steam Vent Nitr Ogen Connection,East
11841,2000116581,31 Ash South Gate Converter Isolation Valve,South
11842,2000116582,West Main Steam Vent Limi Torque Isolation,West
11843,2000116583,32 Ash North Gate Converter Isolation Valve,North
11844,2000116584,West Main Steam Vent Limi Torque (rootvlv),West
11845,2000116585,33 Ash South Gate Converter Isolation Valve,South
11846,2000116586,West Main Steam Vent Nitr Ogen Connection,West
11847,2000116587,34 Ash North Gate Converter Isolation Valve,North
11848,2000116588,East Main Steam Pressure Tes T Connection,"East, T"
11849,2000116589,35 Ash South Gate Converter Isolation Valve,South
11850,2000116590,West Main Steam Pressure Tes T Connection,"T, West"
11851,2000116591,Sms-pressure Transmitter-30013 Isolation Ea St Main Steam,"Ea, St"
11852,2000116592,36 Ash North Gate Converter Isolation Valve,North
11853,2000116593,31 Ash Hopper South Vent Cooling Supply Isolation Valve,South
11854,2000116594,Sms-pressure Transmitter-30013 Isolation Ea St Main Steam Rootvlv,"Ea, St"
11855,2000116595,32 Ash Hopper North Vent Cooling Supply Isolation Valve,North
11856,2000116596,Sms-pressure Transmitter-30014 Isolation We St Main Steam,"St, We"
11857,2000116597,Sms-pressure Transmitter-30014 Isolation Ea St Main Steam Rootvlv,"Ea, St"
11858,2000116598,33 Ash Hopper South Vent Cooling Supply Isolation Valve,South
11859,2000116599,West Power Relvlv I Solation Telltale,"I, West"
11860,2000116700,34 Ash Hopper North Vent Cooling Supply Isolation Valve,North
11861,2000116701,East Power Relvlv I Solation Telltale,"East, I"
11862,2000116702,35 Ash Hopper South Vent Cooling Supply Isolation Valve,South
11863,2000116703,36 Ash Hopper North Vent Cooling Supply Isolation Valve,North
11864,2000116704,Test Isolation Rootvlv B Fp Disc To Sh Ds,"B, Ds, Fp, Sh"
11865,2000116705,Test Isolation Bfp Disc T O Sh Ds,"Ds, O, Sh, T"
11866,2000116706,31 Ash Hopper South Cnvtr Serv Water Supply,South
11867,2000116707,32 Ash Hopper North Cnvtr Serv Water Supply,North
11868,2000116708,Test Isolation Rootvlv B Fp Disc To Sh Ds,"B, Ds, Fp, Sh"
11869,2000116709,33 Ash Hopper South Cnvtr Serv Water Supply,South
11870,2000116710,Test Isolation Bfp Disc T O Sh Ds,"Ds, O, Sh, T"
11871,2000116711,34 Ash Hopper North Cnvtr Serv Water Supply,North
11872,2000116712,Sms-pressure Switch-30063 Isolation Ea St Main Steam Rootvlv,"Ea, St"
11873,2000116713,Sms-pressure Switch-30063 Isolation Ea St Main Steam Rootvlv,"Ea, St"
11874,2000116714,35 Ash Hopper South Cnvtr Serv Water Supply,South
11875,2000116715,Sms-pressure Switch-30064 Isolation We St Main Steam Rootvlv,"St, We"
11876,2000116716,36 Ash Hopper North Cnvtr Serv Water Supply,North
11878,2000116718,Sms-pressure Switch-30064 Isolation We St Main Steam Rootvlv,"St, We"
11880,2000116720,31 1ST Stage Primary Superheat Desuperheater Ro Ot Vent Valve,"Ot, Ro"
11884,2000116724,31 1ST Stage Sec Sh Ds Ro Ot Vent Valve,"Ds, Ot, Ro, Sh"
