Equipment Number,Original Description,Suggested Edit,Confidence,Reasoning,Object Type (Original),Object Type (Suggested),Functional System Category,Functional System
2000000262,Valve Equipment-jv,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,HOUSE AIR
2000247036,Hot Water Unit Heater 323 0SPLY Line Drain,Hot Water Unit Heater 323 0sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247037,Hot Water Unit Heater 322 6SPLY Line Drain,Hot Water Unit Heater 322 6sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247038,Hot Water Unit Heater 322 5SPLY Line Drain,Hot Water Unit Heater 322 5sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247039,Hot Water Unit Heater 322 0SPLY Line Drain,Hot Water Unit Heater 322 0sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247040,Hot Water Unit Heater 321 3SPLY Line Drain,Hot Water Unit Heater 321 3sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247041,Hot Water Unit Heater 321 0SPLY Line Drain,Hot Water Unit Heater 321 0sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247042,Hot Water Unit Heater 321 1SPLY Line Drain,Hot Water Unit Heater 321 1sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247043,Hot Water Unit Heater 320 8SPLY Line Drain,Hot Water Unit Heater 320 8sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247050,Hot Water Heatng Coil 39SPLY Line Drain,Hot Water Heatng Coil 39sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247053,Hot Water Heatng Coil 39SPLY Line Shtoff,Hot Water Heatng Coil 39sply Line Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247054,Hot Water Heatng Coil 39SPLY Line Shtoff,Hot Water Heatng Coil 39sply Line Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247056,Hot Water Unit Heater 320 9SPLY Isolation,Hot Water Unit Heater 320 9sply Isolation,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247057,Hot Water Unit Heater 321 8 & 3276SPLY,Hot Water Unit Heater 321 8 & 3276sply,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247061,Hot Water Unit Heater 328 3SPLY Shtoff,Hot Water Unit Heater 328 3sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247062,Hot Water Unit Heater 328 1SPLY Shtoff,Hot Water Unit Heater 328 1sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247063,Hot Water Unit Heater 327 9SPLY Shtoff,Hot Water Unit Heater 327 9sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247064,Hot Water Unit Heater 328 5SPLY Shtoff,Hot Water Unit Heater 328 5sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247065,Hot Water Unit Heater 328 6SPLY Shtoff,Hot Water Unit Heater 328 6sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247066,Hot Water Unit Heater 328 4SPLY Shtoff,Hot Water Unit Heater 328 4sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247067,Hot Water Unit Heater 328 2SPLY Shtoff,Hot Water Unit Heater 328 2sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247068,Hot Water Unit Heater 328 0SPLY Shtoff,Hot Water Unit Heater 328 0sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247069,Hot Water Unit Heater 327 8SPLY Shtoff,Hot Water Unit Heater 327 8sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247070,Hot Water Unit Heater 327 7SPLY Shtoff,Hot Water Unit Heater 327 7sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247071,Hot Water Unit Heater 325 5SPLY Shtoff,Hot Water Unit Heater 325 5sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247072,Hot Water Unit Heater 324 8SPLY Shtoff,Hot Water Unit Heater 324 8sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247073,Hot Water Unit Heater 326 3SPLY Shtoff,Hot Water Unit Heater 326 3sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247074,Hot Water Unit Heater 326 4SPLY Shtoff,Hot Water Unit Heater 326 4sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247075,Hot Water Cabinet Heater 3201SPLY Shtoff,Hot Water Cabinet Heater 3201sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247076,Hot Water Unit Heater 325 6SPLY Shtoff,Hot Water Unit Heater 325 6sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247077,Hot Water Unit Heater 324 5SPLY Shtoff,Hot Water Unit Heater 324 5sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247078,Hot Water Unit Heater 324 2SPLY Shtoff,Hot Water Unit Heater 324 2sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247079,Hot Water Unit Heater 323 6SPLY Shtoff,Hot Water Unit Heater 323 6sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247080,Hot Water Unit Heater 323 2SPLY Shtoff,Hot Water Unit Heater 323 2sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247081,Hot Water Unit Heater 322 8SPLY Shtoff,Hot Water Unit Heater 322 8sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247082,Hot Water Unit Heater 321 7SPLY Shtoff,Hot Water Unit Heater 321 7sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247083,Hot Water Unit Heater 321 6SPLY Shtoff,Hot Water Unit Heater 321 6sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247084,Hot Water Unit Heater 322 2SPLY Shtoff,Hot Water Unit Heater 322 2sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247085,Hot Water Unit Heater 321 5SPLY Shtoff,Hot Water Unit Heater 321 5sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247086,Hot Water Unit Heater 321 4SPLY Shtoff,Hot Water Unit Heater 321 4sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247087,Hot Water Unit Heater 324 1SPLY Shtoff,Hot Water Unit Heater 324 1sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247088,Hot Water Unit Heater 323 5SPLY Shtoff,Hot Water Unit Heater 323 5sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247089,Hot Water Unit Heater 323 1SPLY Shtoff,Hot Water Unit Heater 323 1sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247090,Hot Water Unit Heater 322 7SPLY Shtoff,Hot Water Unit Heater 322 7sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247091,Hot Water Unit Heater 322 1SPLY Shtoff,Hot Water Unit Heater 322 1sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247092,Hot Water Unit Heater 321 2SPLY Shtoff,Hot Water Unit Heater 321 2sply Shtoff,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247093,Hot Water Unit Heater 328 3SPLY Line Drain,Hot Water Unit Heater 328 3sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247094,Hot Water Unit Heater 328 1SPLY Line Drain,Hot Water Unit Heater 328 1sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247095,Hot Water Unit Heater 327 9SPLY Line Drain,Hot Water Unit Heater 327 9sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247096,Hot Water Unit Heater 328 5SPLY Line Drain,Hot Water Unit Heater 328 5sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247097,Hot Water Unit Heater 328 6SPLY Line Drain,Hot Water Unit Heater 328 6sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247098,Hot Water Unit Heater 328 4SPLY Line Drain,Hot Water Unit Heater 328 4sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247099,Hot Water Unit Heater 328 2SPLY Line Drain,Hot Water Unit Heater 328 2sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247300,Hot Water Unit Heater 328 0SPLY Line Drain,Hot Water Unit Heater 328 0sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247301,Hot Water Unit Heater 327 8SPLY Line Drain,Hot Water Unit Heater 327 8sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247302,Hot Water Unit Heater 327 7SPLY Line Drain,Hot Water Unit Heater 327 7sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247303,Hot Water Unit Heater 325 5SPLY Line Drain,Hot Water Unit Heater 325 5sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247304,Hot Water Unit Heater 324 8SPLY Line Drain,Hot Water Unit Heater 324 8sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247305,Hot Water Unit Heater 326 3SPLY Line Drain,Hot Water Unit Heater 326 3sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247306,Hot Water Unit Heater 326 4SPLY Line Drain,Hot Water Unit Heater 326 4sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247308,Hot Water Cabinet Heater 3256SPLY Line Drain,Hot Water Cabinet Heater 3256sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247309,Hot Water Unit Heater 324 5SPLY Line Drain,Hot Water Unit Heater 324 5sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247310,Hot Water Unit Heater 324 2SPLY Line Drain,Hot Water Unit Heater 324 2sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247311,Hot Water Unit Heater 323 6SPLY Line Drain,Hot Water Unit Heater 323 6sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247312,Hot Water Unit Heater 323 2SPLY Line Drain,Hot Water Unit Heater 323 2sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247313,Hot Water Unit Heater 322 8SPLY Line Drain,Hot Water Unit Heater 322 8sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247314,Hot Water Unit Heater 321 7SPLY Line Drain,Hot Water Unit Heater 321 7sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247315,Hot Water Unit Heater 321 6SPLY Line Drain,Hot Water Unit Heater 321 6sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247316,Hot Water Unit Heater 322 2SPLY Line Drain,Hot Water Unit Heater 322 2sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247317,Hot Water Unit Heater 321 5SPLY Line Drain,Hot Water Unit Heater 321 5sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247318,Hot Water Unit Heater 321 4SPLY Line Drain,Hot Water Unit Heater 321 4sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247319,Hot Water Unit Heater 324 1SPLY Line Drain,Hot Water Unit Heater 324 1sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247320,Hot Water Unit Heater 323 5SPLY Line Drain,Hot Water Unit Heater 323 5sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247321,Hot Water Unit Heater 323 1SPLY Line Drain,Hot Water Unit Heater 323 1sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247322,Hot Water Unit Heater 322 7SPLY Line Drain,Hot Water Unit Heater 322 7sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247323,Hot Water Unit Heater 322 1SPLY Line Drain,Hot Water Unit Heater 322 1sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247324,Hot Water Unit Heater 321 2SPLY Line Drain,Hot Water Unit Heater 321 2sply Line Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247761,Hot Water Unit Heater Hwu H 3287SPLY Isolation,Hot Water Unit Heater Hwu H 3287sply Isolation,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247762,Hot Water Unit Heater Hwu H 3287SPLY Isolation Drain,Hot Water Unit Heater Hwu H 3287sply Isolation Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247763,Hot Water Unit Heater Hwu H 3288SPLY Isolation,Hot Water Unit Heater Hwu H 3288sply Isolation,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247764,Hot Water Unit Heater Hwu H 3288SPLY Isolation Drain,Hot Water Unit Heater Hwu H 3288sply Isolation Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247765,Hot Water Unit Heater Hwu H 3289SPLY Isolation,Hot Water Unit Heater Hwu H 3289sply Isolation,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247766,Hot Water Unit Heater Hwu H 3289SPLY Isolation Drain,Hot Water Unit Heater Hwu H 3289sply Isolation Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247767,Hot Water Unit Heater Hwu H 3290SPLY Isolation,Hot Water Unit Heater Hwu H 3290sply Isolation,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247768,Hot Water Unit Heater Hwu H 3290SPLY Isolation Drain,Hot Water Unit Heater Hwu H 3290sply Isolation Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247769,Hot Water Unit Heater Hwu H 3291SPLY Isolation Drain,Hot Water Unit Heater Hwu H 3291sply Isolation Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247770,Hot Water Unit Heater Hwu H 3291SPLY Isolation,Hot Water Unit Heater Hwu H 3291sply Isolation,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247771,Hot Water Unit Heater Hwu H 3292SPLY Isolation,Hot Water Unit Heater Hwu H 3292sply Isolation,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247772,Hot Water Unit Heater Hwu H 3292SPLY Isolation Drain,Hot Water Unit Heater Hwu H 3292sply Isolation Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247773,Hot Water Unit Heater Hwu H 3293SPLY Isolation,Hot Water Unit Heater Hwu H 3293sply Isolation,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247774,Hot Water Unit Heater Hwu H 3293SPLY Isolation Drain,Hot Water Unit Heater Hwu H 3293sply Isolation Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247775,Hot Water Unit Heater Hwu H 3294SPLY Isolation,Hot Water Unit Heater Hwu H 3294sply Isolation,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247776,Hot Water Unit Heater Hwu H 3294SPLY Isolation Drain,Hot Water Unit Heater Hwu H 3294sply Isolation Drain,95,Normalized whitespace/title case,VALVE,,PLANT,HVAC
2000247783,Haq-31 & 32-hum High Limi T Humidity Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000247790,31 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000247791,31 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000247792,32 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000247793,32 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000247794,AQCS 31 Chill Water Expan Tank Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000247795,31 Pump Chil Water Pump Suctio North Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000247796,32 Pump Chil Water Pump Suctio North Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000247797,31 Pump Chil Water Pump Discharge Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000247798,32 Pump Chil Water Pump Discharge Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000247799,31 Chiller Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248100,31 Chiller Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248101,32 Chiller Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248102,32 Chiller Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248103,35 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248104,35 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248105,36 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248106,36 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248107,36 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248108,36 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248109,AQCS 32 Chill Water Expan Tank Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248110,33 Pump Chil Water Pump Suctio North Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248111,34 Pump Chil Water Pump Suctio North Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248112,33 Pump Chil Water Pump Discharge Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248113,34 Pump Chil Water Pump Discharge Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248114,33 Chiller Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248115,33 Chiller Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248116,34 Chiller Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248117,34 Chiller Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248118,35 Chiller Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248119,35 Chiller Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248120,36 Chiller Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248121,36 Chiller Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248122,35 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248123,35 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248124,37 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248125,37 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248126,37 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248127,37 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248128,38 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248129,38 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248130,38 Ahu Chil Water Cooling Coil Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248131,38 Ahu Chil Water Cooling Coil Inlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248132,Haq-301-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248133,Haq-302-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248134,Haq-303-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248135,Haq-304-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248136,Haq-305-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248137,Haq-306-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248138,Haq-306-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248139,Haq-311-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248140,Haq-308-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248141,Haq-309-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248142,Haq-310-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248143,Haq-311-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248144,Haq-312-filter Pressure Indicator Icator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248145,Haq-314-filter Prefltr Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248146,Haq-314-filter High Efficie Ncy Filter,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248147,Haq-313-filter Prefltr Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248148,Haq-313-filter High Efficie Ncy Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248149,31 AQCS Chiller DP Indic Ator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248150,32 AQCS Chiller DP Indic Ator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248151,33 AQCS Chiller DP Indic Ator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248152,34 AQCS Chiller DP Indic Ator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248153,35 AQCS Chiller DP Indic Ator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248154,36 AQCS Chiller DP Indic Ator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248157,31 Chiller Differential Pump Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248158,32 Chiller Differential Pump Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248159,33 Chiller Differential Pump Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248160,34 Chiller Differential Pump Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
